GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
3	rs3115574	6	32223258	rs3130320	2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Waist-hip index	219,872 British ancestry women	NA	6p21.32	XXbac-BPG154L12.4	TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1			ENSG00000230602, ENSG00000228738, ENSG00000229903, ENSG00000225834, ENSG00000226228, ENSG00000224507, ENSG00000225914, ENSG00000235135	NA	NA	rs3130320-T	rs3130320	0	3130320	intron_variant	0	NR	5E-24	23.301029995664		0.0292129	[0.024-0.035] unit decrease	Affymetrix [319769] (imputed)	N
3	rs1617322	6	32226481	rs9268026	2022-02-15	35078996	Gudjonsson A	2022-01-25	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/35078996	A genome-wide association study of serum proteins reveals shared loci with common diseases.	Serum levels of protein IGF2R	5,361 Icelandic ancestry individuals	NA	6p21.32		TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1			ENSG00000230602, ENSG00000228738, ENSG00000229903, ENSG00000225834, ENSG00000226228, ENSG00000224507, ENSG00000225914, ENSG00000235135	NA	NA	rs9268026-G	rs9268026	0	9268026	intron_variant	0	0.07788	3E-13	12.5228787452803		0.252335	[0.18-0.32] unit increase	Illumina [7506463] (imputed)	N
3	rs1617322	6	32226481	rs9268026	2022-08-15	34382107	Wei J	2021-08-11	Hernia	www.ncbi.nlm.nih.gov/pubmed/34382107	Identification of fifty-seven novel loci for abdominal wall hernia development and their biological and clinical implications: results from the UK Biobank.	Inguinal hernia	13,047 European ancestry cases, 262,499 European ancestry controls	4,450 European ancestry cases, 87,398 European ancestry controls	6p21.32		TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1			ENSG00000230602, ENSG00000228738, ENSG00000229903, ENSG00000225834, ENSG00000226228, ENSG00000224507, ENSG00000225914, ENSG00000235135	NA	NA	rs9268026-A	rs9268026	0	9268026	intron_variant	0	0.87	5E-8	7.30102999566398		1.1		Affymetrix [8568156] (imputed)	N
3	rs1617322	6	32230256	rs3132971	2022-08-15	34382107	Wei J	2021-08-11	Hernia	www.ncbi.nlm.nih.gov/pubmed/34382107	Identification of fifty-seven novel loci for abdominal wall hernia development and their biological and clinical implications: results from the UK Biobank.	Inguinal hernia	13,047 European ancestry cases, 262,499 European ancestry controls	4,450 European ancestry cases, 87,398 European ancestry controls	6p21.32		TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1			ENSG00000230602, ENSG00000228738, ENSG00000229903, ENSG00000225834, ENSG00000226228, ENSG00000224507, ENSG00000225914, ENSG00000235135	NA	NA	rs3132971-T	rs3132971	0	3132971	intron_variant	0	0.87	4E-8	7.39794000867204		1.1		Affymetrix [8568156] (imputed)	N
3	rs3115574	6	32230354	rs3132972	2017-10-09	28199695	Jones AV	2017-04-01	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/28199695	GWAS of self-reported mosquito bite size, itch intensity and attractiveness to mosquitoes implicates immune-related predisposition loci.	Itch intensity from mosquito bite adjusted by bite size	41,355 European ancestry men and 43,369 European ancestry women	NA	6p21.32	Intergenic	TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1			ENSG00000230602, ENSG00000228738, ENSG00000229903, ENSG00000225834, ENSG00000226228, ENSG00000224507, ENSG00000225914, ENSG00000235135	NA	NA	rs3132972-G	rs3132972	0	3132972	intron_variant	0	NR	8E-9	8.09691001300806		0.0190698	[0.013-0.026] unit decrease	Illumina [13520550] (imputed)	N
3	rs3115574	6	32230354	rs3132972	2017-10-09	28199695	Jones AV	2017-04-01	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/28199695	GWAS of self-reported mosquito bite size, itch intensity and attractiveness to mosquitoes implicates immune-related predisposition loci.	Perceived unattractiveness to mosquitoes	16,576 European ancestry individuals	NA	6p21.32	intergenic	TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1			ENSG00000230602, ENSG00000228738, ENSG00000229903, ENSG00000225834, ENSG00000226228, ENSG00000224507, ENSG00000225914, ENSG00000235135	NA	NA	rs3132972-G	rs3132972	0	3132972	intron_variant	0	NR	2E-6	5.69897000433602		0.114743	[0.067-0.162] unit decrease	Illumina [7433384] (imputed)	N
3	rs1617322	6	32233100	rs9268075	2022-08-15	34382107	Wei J	2021-08-11	Hernia	www.ncbi.nlm.nih.gov/pubmed/34382107	Identification of fifty-seven novel loci for abdominal wall hernia development and their biological and clinical implications: results from the UK Biobank.	Inguinal hernia	13,047 European ancestry cases, 262,499 European ancestry controls	4,450 European ancestry cases, 87,398 European ancestry controls	6p21.32		TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1			ENSG00000230602, ENSG00000228738, ENSG00000229903, ENSG00000225834, ENSG00000226228, ENSG00000224507, ENSG00000225914, ENSG00000235135	NA	NA	rs9268075-G	rs9268075	0	9268075	non_coding_transcript_exon_variant	0	0.87	4E-8	7.39794000867204		1.1		Affymetrix [8568156] (imputed)	N
3	rs1617322	6	32240072	rs3115556	2022-08-15	34382107	Wei J	2021-08-11	Hernia	www.ncbi.nlm.nih.gov/pubmed/34382107	Identification of fifty-seven novel loci for abdominal wall hernia development and their biological and clinical implications: results from the UK Biobank.	Inguinal hernia	13,047 European ancestry cases, 262,499 European ancestry controls	4,450 European ancestry cases, 87,398 European ancestry controls	6p21.32		TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1			ENSG00000230602, ENSG00000228738, ENSG00000229903, ENSG00000225834, ENSG00000226228, ENSG00000224507, ENSG00000225914, ENSG00000235135	NA	NA	rs3115556-T	rs3115556	0	3115556	intron_variant	0	0.87	4E-8	7.39794000867204		1.1		Affymetrix [8568156] (imputed)	N
3	rs1617322	6	32252132	rs147151648	2017-09-18	28604730	McKay JD	2017-06-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28604730	Large-scale association analysis identifies new lung cancer susceptibility loci and heterogeneity in genetic susceptibility across histological subtypes.	Lung cancer in ever smokers	23,223 European ancestry cases,  16,964 European ancestry controls	NA	6p21.32	NOTCH4, C6orf10	TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1			ENSG00000230602, ENSG00000228738, ENSG00000229903, ENSG00000225834, ENSG00000226228, ENSG00000224507, ENSG00000225914, ENSG00000235135	NA	NA	rs147151648-G	rs147151648	1	9268123	intron_variant	0	0.101152169	6E-11	10.2218487496164		1.1864156	[1.127161422-1.248784746]	Illumina [10439017] (imputed)	N
3	rs1617322	6	32252132	rs147151648	2017-09-18	28604730	McKay JD	2017-06-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28604730	Large-scale association analysis identifies new lung cancer susceptibility loci and heterogeneity in genetic susceptibility across histological subtypes.	Lung cancer	29,266 European ancestry cases, 56,450 European ancestry controls	NA	6p21.32	NOTCH4, C6orf10	TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1			ENSG00000230602, ENSG00000228738, ENSG00000229903, ENSG00000225834, ENSG00000226228, ENSG00000224507, ENSG00000225914, ENSG00000235135	NA	NA	rs147151648-G	rs147151648	1	9268123	intron_variant	0	0.092765437	3E-18	17.5228787452803		1.1852659	[1.140775073-1.231491834]	Illumina [10439017] (imputed)	N
3	rs1617322	6	32252132	rs9268123	2022-08-15	34382107	Wei J	2021-08-11	Hernia	www.ncbi.nlm.nih.gov/pubmed/34382107	Identification of fifty-seven novel loci for abdominal wall hernia development and their biological and clinical implications: results from the UK Biobank.	Inguinal hernia	13,047 European ancestry cases, 262,499 European ancestry controls	4,450 European ancestry cases, 87,398 European ancestry controls	6p21.32		TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1			ENSG00000230602, ENSG00000228738, ENSG00000229903, ENSG00000225834, ENSG00000226228, ENSG00000224507, ENSG00000225914, ENSG00000235135	NA	NA	rs9268123-A	rs9268123	0	9268123	intron_variant	0	0.87	4E-8	7.39794000867204		1.1		Affymetrix [8568156] (imputed)	N
3	rs1617322	6	32252132	rs147151648	2021-08-20	33667223	Lesseur C	2021-03-05	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/33667223	Genome-wide association meta-analysis identifies pleiotropic risk loci for aerodigestive squamous cell cancers.	Aerodigestive squamous cell cancer (pleiotropy)	7,426 European ancestry lung squamous cell carcinoma cases, 5,452 European ancestry oral and oropharynx squamous cell carcinoma cases, 693 European ancestry laryngeal squamous cell carcinoma cases, 316 European ancestry esophageal squamous cell carcinoma cases, 61,961 European ancestry controls	NA	6p21.32	NR	TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1			ENSG00000230602, ENSG00000228738, ENSG00000229903, ENSG00000225834, ENSG00000226228, ENSG00000224507, ENSG00000225914, ENSG00000235135	NA	NA	rs147151648-G	rs147151648	1	9268123	intron_variant	0	0.08	2E-18	17.698970004336		1.25	[1.19-1.31]	Illumina [8468885] (imputed)	N
3	rs1617322	6	32257199	rs9268144	2022-08-15	34382107	Wei J	2021-08-11	Hernia	www.ncbi.nlm.nih.gov/pubmed/34382107	Identification of fifty-seven novel loci for abdominal wall hernia development and their biological and clinical implications: results from the UK Biobank.	Inguinal hernia	13,047 European ancestry cases, 262,499 European ancestry controls	4,450 European ancestry cases, 87,398 European ancestry controls	6p21.32		TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1			ENSG00000234280, ENSG00000232106, ENSG00000206245, ENSG00000204296, ENSG00000206310, ENSG00000226892, ENSG00000237881, ENSG00000236672, ENSG00000230602, ENSG00000228738, ENSG00000229903, ENSG00000225834, ENSG00000226228, ENSG00000224507, ENSG00000225914, ENSG00000235135	NA	NA	rs9268144-T	rs9268144	0	9268144	intron_variant	0	0.87	4E-8	7.39794000867204		1.1		Affymetrix [8568156] (imputed)	N
3	rs926070	6	32257566	rs926070	2014-06-19	24292274	Speedy HE	2013-12-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24292274	A genome-wide association study identifies multiple susceptibility loci for chronic lymphocytic leukemia.	Chronic lymphocytic leukemia	1,739 European ancestry cases, 5,199 European ancestry controls	1,144 European ancestry cases, 3,151 European ancestry controls	6p21.32	HLA	TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1			ENSG00000230602, ENSG00000228738, ENSG00000229903, ENSG00000225834, ENSG00000226228, ENSG00000224507, ENSG00000225914, ENSG00000235135, ENSG00000234280, ENSG00000232106, ENSG00000206245, ENSG00000204296, ENSG00000206310, ENSG00000226892, ENSG00000237881, ENSG00000236672	NA	NA	rs926070-A	rs926070	0	926070	intron_variant	0	0.66	4E-8	7.39794000867204		1.27	[NR]	Illumina [450000] (imputed)	N
3	rs1617322	6	32261252	rs7775397	2020-06-17	32327693	Oskarsson GR	2020-04-23	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/32327693	Predicted loss and gain of function mutations in ACO1 are associated with erythropoiesis.	Hemoglobin levels	684,122 European ancestry individuals	NA	6p21.32	C6orf10	TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1			ENSG00000234280, ENSG00000232106, ENSG00000206245, ENSG00000204296, ENSG00000206310, ENSG00000226892, ENSG00000237881, ENSG00000236672, ENSG00000230602, ENSG00000228738, ENSG00000229903, ENSG00000225834, ENSG00000226228, ENSG00000224507, ENSG00000225914, ENSG00000235135	NA	NA	rs7775397-G	rs7775397	0	7775397	missense_variant	0	NR	1E-35	35		0.042	[NR] unit decrease	Affymetrix, Illumina [43000000] (imputed)	N
3	rs1617322	6	32261252	rs7775397	2015-05-29	21323541	Stanescu HC	2011-02-22	N Engl J Med	www.ncbi.nlm.nih.gov/pubmed/21323541	Risk HLA-DQA1 and PLA(2)R1 alleles in idiopathic membranous nephropathy.	Idiopathic membranous nephropathy	556 European ancestry cases, 2,338 European ancestry controls	NA	6p21.32	c6orf10	TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1			ENSG00000234280, ENSG00000232106, ENSG00000206245, ENSG00000204296, ENSG00000206310, ENSG00000226892, ENSG00000237881, ENSG00000236672, ENSG00000230602, ENSG00000228738, ENSG00000229903, ENSG00000225834, ENSG00000226228, ENSG00000224507, ENSG00000225914, ENSG00000235135	NA	NA	rs7775397-G	rs7775397	0	7775397	missense_variant	0	0.1139	5E-71	70.301029995664		3.83	[NR]	Illumina [242824]	N
3	rs1617322	6	32261252	rs7775397	2021-06-01	33909500	Moll M	2021-04-28	Am J Physiol Lung Cell Mol Physiol	www.ncbi.nlm.nih.gov/pubmed/33909500	A Systematic Analysis of Protein-altering Exonic Variants in Chronic Obstructive Pulmonary Disease.	Chronic obstructive pulmonary disease	up to 31,465 European ancestry cases, up to 203,688 European ancestry controls, up to 1,413 African ancestry cases, up to 6,080 African ancestry controls, up to 287 East Asian ancestry cases, up to 7,484 East Asian ancestry controls, up to 61 Hispanic cases, up to 613 Hispanic controls	NA	6p21.32	C6orf10	TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1			ENSG00000234280, ENSG00000232106, ENSG00000206245, ENSG00000204296, ENSG00000206310, ENSG00000226892, ENSG00000237881, ENSG00000236672, ENSG00000230602, ENSG00000228738, ENSG00000229903, ENSG00000225834, ENSG00000226228, ENSG00000224507, ENSG00000225914, ENSG00000235135	NA	NA	rs7775397-G	rs7775397	0	7775397	missense_variant	0	0.13	3E-13	12.5228787452803		1.12	[1.08 -1.15]	Illumina [at least 109036]	N
3	rs1617322	6	32261252	rs7775397	2022-08-15	34382107	Wei J	2021-08-11	Hernia	www.ncbi.nlm.nih.gov/pubmed/34382107	Identification of fifty-seven novel loci for abdominal wall hernia development and their biological and clinical implications: results from the UK Biobank.	Inguinal hernia	13,047 European ancestry cases, 262,499 European ancestry controls	4,450 European ancestry cases, 87,398 European ancestry controls	6p21.32		TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1			ENSG00000234280, ENSG00000232106, ENSG00000206245, ENSG00000204296, ENSG00000206310, ENSG00000226892, ENSG00000237881, ENSG00000236672, ENSG00000230602, ENSG00000228738, ENSG00000229903, ENSG00000225834, ENSG00000226228, ENSG00000224507, ENSG00000225914, ENSG00000235135	NA	NA	rs7775397-T	rs7775397	0	7775397	missense_variant	0	0.87	4E-8	7.39794000867204		1.1		Affymetrix [8568156] (imputed)	N
3	rs1617322	6	32263663	rs9268152	2022-08-15	34382107	Wei J	2021-08-11	Hernia	www.ncbi.nlm.nih.gov/pubmed/34382107	Identification of fifty-seven novel loci for abdominal wall hernia development and their biological and clinical implications: results from the UK Biobank.	Inguinal hernia	13,047 European ancestry cases, 262,499 European ancestry controls	4,450 European ancestry cases, 87,398 European ancestry controls	6p21.32		TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1			ENSG00000230602, ENSG00000228738, ENSG00000229903, ENSG00000225834, ENSG00000226228, ENSG00000224507, ENSG00000225914, ENSG00000235135, ENSG00000234280, ENSG00000232106, ENSG00000206245, ENSG00000204296, ENSG00000206310, ENSG00000226892, ENSG00000237881, ENSG00000236672	NA	NA	rs9268152-C	rs9268152	0	9268152	intron_variant	0	0.87	4E-8	7.39794000867204		1.1		Affymetrix [8568156] (imputed)	N
3	rs1617322	6	32269457	rs9268158	2022-08-15	34382107	Wei J	2021-08-11	Hernia	www.ncbi.nlm.nih.gov/pubmed/34382107	Identification of fifty-seven novel loci for abdominal wall hernia development and their biological and clinical implications: results from the UK Biobank.	Inguinal hernia	13,047 European ancestry cases, 262,499 European ancestry controls	4,450 European ancestry cases, 87,398 European ancestry controls	6p21.32		TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1			ENSG00000230602, ENSG00000228738, ENSG00000229903, ENSG00000225834, ENSG00000226228, ENSG00000224507, ENSG00000225914, ENSG00000235135, ENSG00000234280, ENSG00000232106, ENSG00000206245, ENSG00000204296, ENSG00000206310, ENSG00000226892, ENSG00000237881, ENSG00000236672	NA	NA	rs9268158-C	rs9268158	0	9268158	intron_variant	0	0.87	4E-8	7.39794000867204		1.1		Affymetrix [8568156] (imputed)	N
3	rs1617322	6	32274882	rs9268177	2022-08-15	34382107	Wei J	2021-08-11	Hernia	www.ncbi.nlm.nih.gov/pubmed/34382107	Identification of fifty-seven novel loci for abdominal wall hernia development and their biological and clinical implications: results from the UK Biobank.	Inguinal hernia	13,047 European ancestry cases, 262,499 European ancestry controls	4,450 European ancestry cases, 87,398 European ancestry controls	6p21.32		TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1			ENSG00000234280, ENSG00000232106, ENSG00000206245, ENSG00000204296, ENSG00000206310, ENSG00000226892, ENSG00000237881, ENSG00000236672, ENSG00000230602, ENSG00000228738, ENSG00000229903, ENSG00000225834, ENSG00000226228, ENSG00000224507, ENSG00000225914, ENSG00000235135	NA	NA	rs9268177-C	rs9268177	0	9268177	intron_variant	0	0.87	4E-8	7.39794000867204		1.1		Affymetrix [8568156] (imputed)	N
3	rs1617322	6	32275621	rs9268178	2022-08-15	34382107	Wei J	2021-08-11	Hernia	www.ncbi.nlm.nih.gov/pubmed/34382107	Identification of fifty-seven novel loci for abdominal wall hernia development and their biological and clinical implications: results from the UK Biobank.	Inguinal hernia	13,047 European ancestry cases, 262,499 European ancestry controls	4,450 European ancestry cases, 87,398 European ancestry controls	6p21.32		TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1			ENSG00000230602, ENSG00000228738, ENSG00000229903, ENSG00000225834, ENSG00000226228, ENSG00000224507, ENSG00000225914, ENSG00000235135, ENSG00000234280, ENSG00000232106, ENSG00000206245, ENSG00000204296, ENSG00000206310, ENSG00000226892, ENSG00000237881, ENSG00000236672	NA	NA	rs9268178-C	rs9268178	0	9268178	intron_variant	0	0.87	4E-8	7.39794000867204		1.1		Affymetrix [8568156] (imputed)	N
3	rs1617322	6	32277371	rs9268193	2022-08-15	34382107	Wei J	2021-08-11	Hernia	www.ncbi.nlm.nih.gov/pubmed/34382107	Identification of fifty-seven novel loci for abdominal wall hernia development and their biological and clinical implications: results from the UK Biobank.	Inguinal hernia	13,047 European ancestry cases, 262,499 European ancestry controls	4,450 European ancestry cases, 87,398 European ancestry controls	6p21.32		TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1			ENSG00000234280, ENSG00000232106, ENSG00000206245, ENSG00000204296, ENSG00000206310, ENSG00000226892, ENSG00000237881, ENSG00000236672, ENSG00000230602, ENSG00000228738, ENSG00000229903, ENSG00000225834, ENSG00000226228, ENSG00000224507, ENSG00000225914, ENSG00000235135	NA	NA	rs9268193-A	rs9268193	0	9268193	intron_variant	0	0.87	4E-8	7.39794000867204		1.1		Affymetrix [8568156] (imputed)	N
3	rs1617322	6	32280591	rs9268208	2023-04-03	34648354	Pietzner M	2021-11-12	Science	www.ncbi.nlm.nih.gov/pubmed/34648354	Mapping the proteo-genomic convergence of human diseases.	Interleukin-23 levels	10,708 European ancestry individuals	NA	6p21.32		TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1			ENSG00000234280, ENSG00000232106, ENSG00000206245, ENSG00000204296, ENSG00000206310, ENSG00000226892, ENSG00000237881, ENSG00000236672, ENSG00000230602, ENSG00000228738, ENSG00000229903, ENSG00000225834, ENSG00000226228, ENSG00000224507, ENSG00000225914, ENSG00000235135	NA	NA	rs9268208-T	rs9268208	0	9268208	intron_variant	0	0.89	6E-14	13.2218487496164		0.157	[0.12-0.2] unit decrease	Affymetrix, Illumina [10200000] (imputed)	N
3	rs1617322	6	32280591	rs9268208	2021-08-24	34021172	Christakoudi S	2021-05-21	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/34021172	GWAS of allometric body-shape indices in UK Biobank identifies loci suggesting associations with morphogenesis, organogenesis, adrenal cell renewal and cancer.	Hip circumference adjusted for BMI	219,872 British ancestry women	NA	6p21.32	C6orf10	TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1			ENSG00000234280, ENSG00000232106, ENSG00000206245, ENSG00000204296, ENSG00000206310, ENSG00000226892, ENSG00000237881, ENSG00000236672, ENSG00000230602, ENSG00000228738, ENSG00000229903, ENSG00000225834, ENSG00000226228, ENSG00000224507, ENSG00000225914, ENSG00000235135	NA	NA	rs9268208-C	rs9268208	0	9268208	intron_variant	0	NR	8E-9	8.09691001300806		0.0246281	[0.016-0.033] unit increase	Affymetrix [321016] (imputed)	N
3	rs17209007	6	32281016	rs74209703	2020-04-17	31669095	Zhu Z	2019-10-24	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/31669095	Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.	Atopic asthma	23,982 European ancestry cases, 393,169 European ancestry controls	NA	6p21.32	NR	TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1			ENSG00000230602, ENSG00000228738, ENSG00000229903, ENSG00000225834, ENSG00000226228, ENSG00000224507, ENSG00000225914, ENSG00000235135, ENSG00000234280, ENSG00000232106, ENSG00000206245, ENSG00000204296, ENSG00000206310, ENSG00000226892, ENSG00000237881, ENSG00000236672	NA	NA	rs74209703-?	rs74209703	0	74209703	intron_variant	0	NR	5E-10	9.30102999566398		NA		Affymetrix [~ 8270000] (imputed)	N
3	rs926070	6	32282068	rs2395141	2020-04-17	31669095	Zhu Z	2019-10-24	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/31669095	Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.	Asthma (childhood onset)	13,435 European ancestry cases, 393,186 European ancestry controls	NA	6p21.32	NR	TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1			ENSG00000230602, ENSG00000228738, ENSG00000229903, ENSG00000225834, ENSG00000226228, ENSG00000224507, ENSG00000225914, ENSG00000235135, ENSG00000234280, ENSG00000232106, ENSG00000206245, ENSG00000204296, ENSG00000206310, ENSG00000226892, ENSG00000237881, ENSG00000236672	NA	NA	rs2395141-?	rs2395141	0	2395141	intron_variant	0	NR	3E-10	9.52287874528034		NA		Affymetrix [~ 8270000] (imputed)	N
3	rs1617322	6	32285362	rs116667074	2022-08-15	34382107	Wei J	2021-08-11	Hernia	www.ncbi.nlm.nih.gov/pubmed/34382107	Identification of fifty-seven novel loci for abdominal wall hernia development and their biological and clinical implications: results from the UK Biobank.	Inguinal hernia	13,047 European ancestry cases, 262,499 European ancestry controls	4,450 European ancestry cases, 87,398 European ancestry controls	6p21.32		TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1, TSBP1-AS1			ENSG00000234280, ENSG00000232106, ENSG00000206245, ENSG00000204296, ENSG00000206310, ENSG00000226892, ENSG00000237881, ENSG00000236672, ENSG00000230602, ENSG00000228738, ENSG00000229903, ENSG00000225834, ENSG00000226228, ENSG00000224507, ENSG00000225914, ENSG00000235135	NA	NA	rs116667074-C	rs116667074	0	116667074	intron_variant	0	0.87	4E-8	7.39794000867204		1.1		Affymetrix [8568156] (imputed)	N
