GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000172752	3	130029359	130213688	619	34	15368	0.74828	0.22714	COL6A5
ENSG00000206384	3	130244178	130406999	308	24	15368	-0.21744	0.58607	COL6A6
ENSG00000196455	3	130387779	130500673	192	5	15368	-0.64752	0.74135	PIK3R4
ENSG00000017260	3	130534439	130745556	326	26	15368	0.34265	0.36593	ATP2C1
ENSG00000114670	3	130710694	131079309	709	33	15368	-0.10668	0.54248	NEK11
ENSG00000034533	3	130722719	130781493	113	11	15368	0.45877	0.3232	ASTE1
ENSG00000198585	3	131065515	131117674	151	11	15368	-0.29086	0.61442	NUDT16
ENSG00000114686	3	131171056	131256827	159	21	15368	-0.6711	0.74892	MRPL3
ENSG00000196353	3	131242399	132039254	2893	97	15368	0.54729	0.29209	CPNE4
ENSG00000014257	3	132001211	132097142	383	26	15368	0.34832	0.3638	ACPP
ENSG00000138246	3	132101370	132267876	389	33	15368	-0.20746	0.58218	DNAJC13
ENSG00000240303	3	132266982	132414567	241	24	15368	-2.2968	0.98918	ACAD11
ENSG00000113971	3	132266986	132476303	362	33	15368	-2.5512	0.99463	NPHP3
ENSG00000129048	3	132281081	132347811	113	17	15368	-2.1462	0.98407	ACKR4
ENSG00000081307	3	132338290	132406941	89	13	15368	-1.7836	0.96275	UBA5
ENSG00000144868	3	132722235	133126636	1197	50	15368	0.11076	0.4559	TMEM108
ENSG00000170819	3	133083839	133204066	378	51	15368	0.61738	0.26849	BFSP2
ENSG00000091527	3	133257574	133319105	130	19	15368	-1.4754	0.92995	CDV3
ENSG00000163781	3	133307019	133415737	295	20	15368	-0.74786	0.77273	TOPBP1
ENSG00000091513	3	133429800	133507850	220	22	15368	-1.812	0.965	TF
ENSG00000144867	3	133467877	133554616	199	24	15368	-1.7305	0.95823	SRPRB
ENSG00000154917	3	133533083	133649680	322	46	15368	-1.521	0.93587	RAB6B
ENSG00000221972	3	133636992	133683656	120	21	15368	-2.4397	0.99265	C3orf36
ENSG00000174640	3	133641540	133806028	469	67	15368	-1.4733	0.92967	SLCO2A1
ENSG00000163785	3	133774147	134004689	544	26	15368	-0.64527	0.74062	RYK
ENSG00000114019	3	134064716	134129321	128	21	15368	0.27858	0.39028	AMOTL2
ENSG00000182923	3	134169585	134303859	261	8	15368	-0.43461	0.66808	CEP63
ENSG00000129055	3	134186548	134240558	120	6	15368	-0.53331	0.70309	ANAPC13
ENSG00000154928	3	134281643	134989309	1893	139	15368	-1.5517	0.93964	EPHB1
ENSG00000174611	3	134311980	134405478	233	18	15368	-0.066575	0.52654	KY
ENSG00000073711	3	135649515	135876733	372	21	15368	1.0833	0.13933	PPP2R3A
ENSG00000174579	3	135857764	135951083	102	18	15368	1.165	0.12201	MSL2
ENSG00000114054	3	135934148	136066738	195	23	15368	1.1247	0.13035	PCCB
ENSG00000118007	3	136045077	136506220	694	26	15368	1.3185	0.093663	STAG1
ENSG00000168917	3	136502489	136584734	202	13	15368	0.43602	0.33141	SLC35G2
ENSG00000158092	3	136546050	136678665	293	10	15368	0.605	0.27259	NCK1
ENSG00000174564	3	136630072	136739927	198	16	15368	0.73681	0.23062	IL20RB
ENSG00000168875	3	137448579	137494396	94	13	15368	-0.84534	0.80104	SOX14
ENSG00000066405	3	137682577	137762494	158	18	15368	1.268	0.10239	CLDN18
ENSG00000158163	3	137770832	137869660	215	15	15368	0.82291	0.20528	DZIP1L
ENSG00000118017	3	137832560	137886229	108	6	15368	0.25043	0.40113	A4GNT
ENSG00000138231	3	137869854	137928791	85	6	15368	-0.3668	0.64312	DBR1
ENSG00000114098	3	137871109	138027231	154	20	15368	-0.43354	0.66769	ARMC8
ENSG00000181322	3	137970279	138083728	139	19	15368	0.70193	0.24136	NME9
ENSG00000158186	3	138031539	138134375	173	16	15368	0.56519	0.28597	MRAS
ENSG00000158220	3	138118428	138210528	122	21	15368	1.6963	0.044916	ESYT3
ENSG00000114107	3	138203186	138348380	249	16	15368	2.0961	0.018036	CEP70
ENSG00000158234	3	138292448	138362218	108	12	15368	2.3791	0.008677	FAIM
ENSG00000051382	3	138362860	138588780	294	10	15368	1.9657	0.024666	PIK3CB
ENSG00000206262	3	138631076	138682293	120	14	15368	2.1292	0.016618	C3orf72
ENSG00000183770	3	138653066	138700982	113	15	15368	2.2834	0.011202	FOXL2
ENSG00000175110	3	138689648	139086065	810	48	15368	0.93438	0.17505	MRPS22
ENSG00000206260	3	138712804	138760110	84	12	15368	0.56474	0.28612	PRR23A
ENSG00000184814	3	138727873	138774768	88	9	15368	1.0043	0.15761	PRR23B
ENSG00000233701	3	138750944	138798734	92	7	15368	1.3386	0.09035	PRR23C
ENSG00000184432	3	139064442	139143574	188	13	15368	0.57804	0.28162	COPB2
ENSG00000114113	3	139161726	139234589	196	14	15368	0.75766	0.22433	RBP2
ENSG00000114115	3	139226276	139293671	181	22	15368	0.10257	0.45915	RBP1
ENSG00000163864	3	139269022	139431859	370	40	15368	1.2	0.11507	NMNAT3
ENSG00000158258	3	139619027	140306239	1907	146	15368	0.64737	0.2587	CLSTN2
ENSG00000155890	3	140361881	140429992	148	12	15368	1.3135	0.094505	TRIM42
ENSG00000114120	3	140625672	140708775	190	13	15368	0.55185	0.29053	SLC25A36
ENSG00000175093	3	140735244	140877453	274	24	15368	0.42128	0.33677	SPSB4
ENSG00000155893	3	140912568	141023748	358	28	15368	-0.62715	0.73472	ACPL2
ENSG00000177311	3	141008055	141178634	370	40	15368	0.90392	0.18302	ZBTB38
ENSG00000155903	3	141170889	141344184	267	21	15368	0.51735	0.30246	RASA2
ENSG00000114125	3	141422046	141476402	152	21	15368	-1.7817	0.9626	RNF7
ENSG00000114124	3	141461990	141547332	214	22	15368	-1.2857	0.90073	GRK7
ENSG00000069849	3	141559966	141655356	320	24	15368	-0.94897	0.82868	ATP1B3
ENSG00000114126	3	141653277	141903386	775	21	15368	-1.7775	0.96226	TFDP2
ENSG00000175066	3	141872414	141979449	266	26	15368	-0.89995	0.81593	GK5
ENSG00000114127	3	142015449	142201904	252	19	15368	-1.8212	0.96571	XRN1
ENSG00000175054	3	142158077	142332668	387	18	15368	-0.85388	0.80342	ATR
ENSG00000120756	3	142280229	142442506	379	22	15368	-0.98241	0.83705	PLS1
ENSG00000144935	3	142407916	142536730	240	19	15368	-0.39429	0.65332	TRPC1
ENSG00000163710	3	142524764	142643045	345	40	15368	0.068595	0.47266	PCOLCE2
ENSG00000163714	3	142648339	142789567	316	32	15368	-0.14104	0.55608	U2SURP
ENSG00000188582	3	142658006	142717178	159	30	15368	-0.12367	0.54921	PAQR9
ENSG00000175040	3	142803173	142851800	75	11	15368	-0.21211	0.58399	CHST2
ENSG00000181804	3	142974064	143602373	1977	162	15368	0.30598	0.37981	SLC9A9
ENSG00000181744	3	143655640	143777561	408	17	15368	1.3181	0.09374	C3orf58
ENSG00000232013	3	145747358	145794156	146	18	15368	-1.1406	0.87297	AC107021.1
ENSG00000152952	3	145777227	145916440	369	19	15368	-0.27186	0.60714	PLOD2
ENSG00000114698	3	145900126	146003966	314	21	15368	0.34453	0.36522	PLSCR4
ENSG00000163746	3	146099208	146248778	419	24	15368	1.5131	0.065124	PLSCR2
ENSG00000188313	3	146222967	146297651	330	29	15368	0.46995	0.3192	PLSCR1
ENSG00000231213	3	146284342	146359003	393	21	15368	0.05235	0.47912	PLSCR5
ENSG00000152977	3	147076209	147238080	360	28	15368	0.348	0.36392	ZIC1
ENSG00000174963	3	147093833	147159647	122	19	15368	0.27294	0.39245	ZIC4
ENSG00000144891	3	148380571	148470795	210	24	15368	-1.035	0.84966	AGTR1
ENSG00000153002	3	148473889	148587974	377	43	15368	-0.60872	0.72864	CPB1
ENSG00000163751	3	148548043	148624983	222	24	15368	-0.27787	0.60945	CPA3
ENSG00000163754	3	148674128	148755419	215	32	15368	0.44295	0.3289	GYG1
ENSG00000071794	3	148737914	148839341	227	22	15368	-0.094178	0.53752	HLTF
ENSG00000163755	3	148812371	148901519	287	26	15368	-0.40052	0.65561	HPS3
ENSG00000047457	3	148870197	148974842	319	39	15368	0.60473	0.27268	CP
ENSG00000163762	3	149026285	149087201	150	24	15368	-0.015193	0.50606	TM4SF18
ENSG00000169908	3	149076809	149130652	156	26	15368	0.22357	0.41154	TM4SF1
ENSG00000169903	3	149156761	149231068	440	33	15368	0.3087	0.37877	TM4SF4
ENSG00000018408	3	149225022	149489501	816	70	15368	1.688	0.045708	WWTR1
ENSG00000114744	3	149446257	149505286	154	23	15368	0.9798	0.16359	COMMD2
ENSG00000206199	3	149468892	149721172	571	31	15368	0.26293	0.3963	ANKUB1
ENSG00000082996	3	149495495	149689926	417	28	15368	0.13978	0.44442	RNF13
ENSG00000268175	3	149654066	149700535	79	16	15368	0.36758	0.35659	AC117395.1
ENSG00000070087	3	149672691	149803575	347	29	15368	0.23448	0.40731	PFN2
ENSG00000196428	3	150091122	150194218	266	23	15368	0.97088	0.1658	TSC22D2
ENSG00000144895	3	150229465	150312029	208	28	15368	0.0082279	0.49672	EIF2A
ENSG00000120742	3	150249781	150356015	262	20	15368	-0.88143	0.81096	SERP1
ENSG00000198843	3	150285662	150358222	183	22	15368	-1.1987	0.88467	SELT
ENSG00000163645	3	150367672	150456758	210	30	15368	-0.40827	0.65846	FAM194A
ENSG00000181788	3	150448914	150516264	105	7	15368	-0.30293	0.61903	SIAH2
ENSG00000214237	3	150578832	150647089	181	45	15368	-0.86782	0.80725	FAM188B2
ENSG00000260234	3	150590784	150694530	312	53	15368	-0.36463	0.6423	RP11-166N6.3
ENSG00000163646	3	150633950	150725786	252	34	15368	0.010636	0.49576	CLRN1
ENSG00000144893	3	150768484	151164860	941	48	15368	0.39975	0.34467	MED12L
ENSG00000174946	3	150905619	150955988	136	21	15368	0.56671	0.28545	GPR171
ENSG00000174944	3	150919905	151031255	240	23	15368	0.42928	0.33386	P2RY14
ENSG00000138271	3	151001891	151069740	164	17	15368	0.90179	0.18358	GPR87
ENSG00000181631	3	151034100	151082336	135	15	15368	0.66428	0.25326	P2RY13
ENSG00000169313	3	151045168	151137600	287	24	15368	-0.075967	0.53028	P2RY12
ENSG00000152580	3	151133172	151211497	225	24	15368	0.69702	0.2429	IGSF10
ENSG00000197953	3	151416704	151489127	232	24	15368	-0.83059	0.7969	AADACL2
ENSG00000114771	3	151496825	151556276	253	20	15368	-1.3955	0.91857	AADAC
ENSG00000198829	3	151556431	151612405	140	26	15368	0.43704	0.33104	SUCNR1
ENSG00000152601	3	151926617	152193569	392	31	15368	0.49856	0.30904	MBNL1
ENSG00000221962	3	152047484	152093779	70	12	15368	1.0699	0.14232	TMEM14E
ENSG00000169860	3	152517736	152565841	110	12	15368	-0.93171	0.82426	P2RY1
ENSG00000181467	3	152845029	152896265	84	13	15368	-0.88391	0.81163	RAP2B
ENSG00000237787	3	153167284	153230486	187	20	15368	-1.5662	0.94135	C3orf79
ENSG00000114790	3	153803792	153985616	432	22	15368	0.56651	0.28552	ARHGEF26
ENSG00000174953	3	153980335	154077286	173	19	15368	-0.49438	0.68948	DHX36
ENSG00000174948	3	154045461	154182504	324	26	15368	-0.19598	0.57769	GPR149
ENSG00000196549	3	154706913	154911497	470	64	15368	0.22894	0.40946	MME
ENSG00000114805	3	155083369	155497856	1109	38	15368	-2.0949	0.98191	PLCH1
ENSG00000214919	3	155449933	155496515	108	17	15368	-0.90191	0.81645	AC104472.1
ENSG00000174928	3	155470401	155559140	195	24	15368	0.035663	0.48578	C3orf33
ENSG00000169359	3	155528813	155607218	203	23	15368	0.48171	0.31501	SLC33A1
ENSG00000163655	3	155553325	155671815	323	19	15368	-0.021101	0.50842	GMPS
ENSG00000169282	3	155720490	156266545	1342	67	15368	-0.94997	0.82894	KCNAB1
ENSG00000114850	3	156247929	156307973	152	13	15368	1.2538	0.10495	SSR3
ENSG00000163659	3	156356024	156434559	217	22	15368	0.50315	0.30743	TIPARP
ENSG00000197980	3	156508270	156773918	603	25	15368	0.15335	0.43906	LEKR1
ENSG00000163660	3	156854297	156913549	158	11	15368	0.69772	0.24268	CCNL1
ENSG00000197415	3	156967531	157286408	798	40	15368	1.9533	0.025393	VEPH1
ENSG00000163661	3	157119578	157171417	132	17	15368	1.0336	0.15065	PTX3
ENSG00000174899	3	157226035	157405538	492	42	15368	1.341	0.089968	C3orf55
ENSG00000174891	3	157788644	158273519	1223	23	15368	-1.5288	0.93684	RSRC1
ENSG00000168779	3	157804948	157859292	96	13	15368	-1.1341	0.87163	SHOX2
ENSG00000178053	3	158253952	158335041	237	22	15368	-2.3247	0.98996	MLF1
ENSG00000168827	3	158327067	158420364	316	13	15368	-1.0907	0.86229	GFM1
ENSG00000079257	3	158353611	158425482	226	12	15368	-0.81935	0.79371	LXN
ENSG00000118849	3	158404681	158485485	244	23	15368	-1.4203	0.92224	RARRES1
ENSG00000118855	3	158414987	158557508	379	29	15368	-0.7562	0.77524	MFSD1
ENSG00000250588	3	158645024	159625155	1759	120	15368	-0.99677	0.84056	IQCJ-SCHIP1
ENSG00000214216	3	158645717	158994096	513	45	15368	1.3321e-05	0.49999	IQCJ
ENSG00000151967	3	159522650	159625149	158	23	15368	-0.70897	0.76083	SCHIP1
ENSG00000168811	3	159671537	159723806	175	25	15368	-0.9905	0.83904	IL12A
ENSG00000242107	3	159698811	159759210	210	22	15368	-0.37121	0.64476	LINC01100
ENSG00000180044	3	159908423	159955999	88	16	15368	1.3436	0.089532	C3orf80
ENSG00000248710	3	159935241	160202617	422	32	15368	0.51239	0.30419	RP11-432B6.3
ENSG00000068885	3	159964774	160152668	263	22	15368	0.36107	0.35902	IFT80
ENSG00000113810	3	160082062	160162750	131	17	15368	0.2936	0.38453	SMC4
ENSG00000213186	3	160140233	160238561	185	22	15368	-0.43995	0.67001	TRIM59
ENSG00000186432	3	160202783	160318376	206	20	15368	-0.65763	0.74461	KPNA4
ENSG00000179674	3	160359948	160406233	167	15	15368	-1.3637	0.91367	ARL14
ENSG00000163590	3	160438390	160806695	817	29	15368	-0.754	0.77458	PPM1L
ENSG00000169251	3	160787484	160981320	416	22	15368	-0.93852	0.82601	NMD3
ENSG00000169255	3	160791671	160858172	148	14	15368	-0.91341	0.81949	B3GALNT1
ENSG00000196542	3	161052580	161125668	269	21	15368	-0.084934	0.53384	SPTSSB
ENSG00000182447	3	161179596	161231730	205	15	15368	-1.0251	0.84735	OTOL1
ENSG00000090402	3	164686686	164831283	288	12	15368	-0.6129	0.73003	SI
ENSG00000121871	3	164894508	164949897	84	15	15368	0.26125	0.39695	SLITRK3
ENSG00000114200	3	165480692	165590260	364	22	15368	1.1029	0.13502	BCHE
ENSG00000169064	3	166948075	167134134	431	32	15368	0.41986	0.33729	ZBBX
ENSG00000114204	3	167149577	167231792	219	20	15368	0.77177	0.22012	SERPINI2
ENSG00000174776	3	167186472	167406771	348	33	15368	0.1497	0.4405	WDR49
ENSG00000114209	3	167391086	167487727	149	11	15368	-0.99822	0.84091	PDCD10
ENSG00000163536	3	167418031	167553356	354	22	15368	-0.68409	0.75304	SERPINI1
ENSG00000173905	3	167716465	167848763	315	21	15368	-1.5364	0.93779	GOLIM4
ENSG00000085276	3	168791287	169416406	1698	122	15368	0.43776	0.33078	MECOM
ENSG00000085274	3	169455619	169517504	88	10	15368	1.1512	0.12482	MYNN
ENSG00000184378	3	169474709	169522683	72	7	15368	1.197	0.11565	ACTRT3
ENSG00000171757	3	169501216	169565774	141	16	15368	0.91169	0.18096	LRRC34
ENSG00000188306	3	169504710	169565563	136	16	15368	0.86397	0.1938	LRRIQ4
ENSG00000114248	3	169546967	169622718	228	29	15368	0.47299	0.31811	LRRC31
ENSG00000187033	3	169594360	169666963	220	19	15368	0.024519	0.49022	SAMD7
ENSG00000008952	3	169649423	169726161	119	17	15368	-0.69421	0.75623	SEC62
ENSG00000173890	3	169720717	169813191	226	18	15368	-1.8189	0.96553	GPR160
ENSG00000173889	3	169794520	169934537	226	19	15368	-0.51352	0.69621	PHC3
ENSG00000163558	3	169905153	170033769	378	16	15368	0.87347	0.1912	PRKCI
ENSG00000136603	3	170040466	170124623	216	21	15368	0.92621	0.17717	SKIL
ENSG00000013297	3	170101653	170588169	1153	81	15368	-0.36709	0.64323	CLDN11
ENSG00000013293	3	170167372	170338863	353	37	15368	-1.1297	0.8707	SLC7A14
ENSG00000163584	3	170572664	170623272	83	14	15368	-0.019045	0.5076	RPL22L1
ENSG00000163577	3	170596204	170661482	113	16	15368	-0.8793	0.81038	EIF5A2
ENSG00000163581	3	170704137	170779539	174	16	15368	1.1971	0.11563	SLC2A2
ENSG00000154310	3	170769128	171213197	1117	124	15368	0.68317	0.24725	TNIK
ENSG00000075651	3	171308195	171563740	673	27	15368	-0.55701	0.71124	PLD1
ENSG00000183657	3	171499580	171562714	200	22	15368	0.72113	0.23541	PP13439
ENSG00000186329	3	171526139	171666505	397	36	15368	-0.17753	0.57045	TMEM212
ENSG00000075420	3	171722418	172129455	1038	94	15368	0.80806	0.20953	FNDC3B
ENSG00000203443	3	171999218	172049513	124	24	15368	0.37637	0.35332	AC092964.1
ENSG00000267979	3	172009438	172054686	95	17	15368	-0.22119	0.58753	AC092964.2
ENSG00000121853	3	172152923	172201246	143	20	15368	0.025047	0.49001	GHSR
ENSG00000121858	3	172213298	172276297	251	32	15368	-0.64777	0.74143	TNFSF10
ENSG00000269496	3	172326483	172371740	124	24	15368	0.64353	0.25994	AC007919.2
ENSG00000144959	3	172338039	172464008	372	44	15368	0.47075	0.31891	NCEH1
ENSG00000114346	3	172433472	172549264	263	16	15368	-0.89494	0.81459	ECT2
ENSG00000144962	3	172597148	172894058	693	51	15368	-0.91734	0.82052	SPATA16
ENSG00000169760	3	173079074	174014434	2359	134	15368	2.0677	0.019333	NLGN1
ENSG00000177694	3	174121363	175533428	4319	233	15368	0.72229	0.23506	NAALADL2
ENSG00000177565	3	176727143	176950261	626	42	15368	1.656	0.048865	TBL1XR1
ENSG00000197584	3	177955720	178572217	1714	95	15368	1.3705	0.085272	KCNMB2
ENSG00000172667	3	178725011	178825067	191	27	15368	-1.4659	0.92866	ZMAT3
ENSG00000121879	3	178830902	178967881	304	19	15368	-0.75807	0.7758	PIK3CA
ENSG00000171121	3	178947530	179019790	259	21	15368	0.44633	0.32768	KCNMB3
ENSG00000121864	3	179005779	179063323	143	16	15368	1.2724	0.10161	ZNF639
ENSG00000171109	3	179030480	179122719	143	16	15368	0.037434	0.48507	MFN1
ENSG00000114450	3	179106990	179204378	191	29	15368	-1.328	0.90791	GNB4
ENSG00000136518	3	179245668	179316196	116	16	15368	-1.3262	0.90761	ACTL6A
ENSG00000136521	3	179287478	179355435	113	10	15368	-0.78009	0.78233	NDUFB5
ENSG00000136522	3	179296073	179357442	105	12	15368	-0.66744	0.74775	MRPL47
ENSG00000058056	3	179335543	179517189	457	55	15368	-0.54907	0.70852	USP13
ENSG00000114757	3	179502746	179789841	801	44	15368	-0.64855	0.74169	PEX5L
ENSG00000163728	3	180284918	180345616	76	15	15368	-1.3281	0.90792	TTC14
ENSG00000145075	3	180310646	180623793	739	52	15368	0.59298	0.2766	CCDC39
ENSG00000114416	3	180550929	180710541	373	24	15368	0.49854	0.30905	FXR1
ENSG00000205981	3	180691497	180742562	96	12	15368	0.27286	0.39248	DNAJC19
ENSG00000181449	3	181394714	181442221	58	11	15368	-1.5134	0.93491	SOX2
ENSG00000058063	3	182476288	182649423	262	13	15368	-1.3384	0.90962	ATP11B
ENSG00000043093	3	182645862	182738741	144	15	15368	1.0271	0.15218	DCUN1D1
ENSG00000078070	3	182723006	182868863	327	20	15368	0.84443	0.19921	MCCC1
ENSG00000078081	3	182830001	182916627	301	22	15368	0.56439	0.28625	LAMP3
ENSG00000053524	3	182885831	183181566	827	52	15368	0.9251	0.17746	MCF2L2
ENSG00000176597	3	182936032	183026292	197	14	15368	1.0534	0.14608	B3GNT5
ENSG00000172578	3	183195319	183308477	277	32	15368	-1.4342	0.92424	KLHL6
ENSG00000114796	3	183318356	183412265	227	8	15368	0.96082	0.16832	KLHL24
ENSG00000163872	3	183380606	183540413	324	19	15368	0.67149	0.25096	YEATS2
ENSG00000180834	3	183523664	183578382	164	19	15368	0.80844	0.20942	MAP6D1
ENSG00000175193	3	183537173	183637721	337	21	15368	0.72312	0.2348	PARL
ENSG00000114770	3	183627722	183770803	397	23	15368	1.0534	0.14609	ABCC5
ENSG00000186090	3	183714332	183767157	167	21	15368	0.74829	0.22714	HTR3D
ENSG00000178084	3	183735835	183788459	179	28	15368	-0.0047336	0.50189	HTR3C
ENSG00000186038	3	183779852	183834783	147	17	15368	-1.412	0.92102	HTR3E
ENSG00000145191	3	183817826	184412546	1867	169	15368	-0.70415	0.75933	EIF2B5
ENSG00000161202	3	183838176	183901398	122	20	15368	-0.62391	0.73366	DVL3
ENSG00000161203	3	183857477	183911879	104	15	15368	-1.1949	0.88393	AP2M1
ENSG00000161204	3	183868811	183921800	110	15	15368	-1.3017	0.9035	ABCF3
ENSG00000145198	3	183913217	183970117	119	18	15368	-1.9707	0.97562	VWA5B2
ENSG00000145194	3	183932438	184020819	188	24	15368	-0.87122	0.80818	ECE2
ENSG00000214160	3	183950089	184002336	105	15	15368	-0.43557	0.66843	ALG3
ENSG00000163888	3	183967001	184014251	94	16	15368	-0.39415	0.65326	CAMK2N2
ENSG00000175166	3	183981497	184036842	109	20	15368	-0.35711	0.6395	PSMD2
ENSG00000114867	3	183997283	184063146	115	21	15368	-0.72179	0.76479	EIF4G1
ENSG00000175182	3	184018714	184074063	107	23	15368	-1.0944	0.86311	FAM131A
ENSG00000163882	3	184044506	184096384	116	28	15368	-0.94007	0.82641	POLR2H
ENSG00000114859	3	184053973	184114439	134	32	15368	-1.2617	0.89647	CLCN2
ENSG00000090539	3	184062861	184118524	133	33	15368	-1.6258	0.948	CHRD
ENSG00000090534	3	184079723	184130932	157	35	15368	-0.84941	0.80217	THPO
ENSG00000224153	3	184084325	184167436	289	43	15368	-0.3601	0.64061	RP11-433C9.2
ENSG00000182580	3	184244572	184310197	238	33	15368	1.0704	0.14223	EPHB3
ENSG00000177383	3	184418156	184464836	126	25	15368	-0.50023	0.69154	MAGEF1
ENSG00000156931	3	184494931	184780402	576	38	15368	-0.97747	0.83583	VPS8
ENSG00000187068	3	184785838	184905802	369	30	15368	-0.62694	0.73465	C3orf70
ENSG00000113790	3	184898412	185034778	236	21	15368	0.24382	0.40368	EHHADH
ENSG00000073803	3	184965729	185216885	467	29	15368	-1.1318	0.87114	MAP3K13
ENSG00000163900	3	185184284	185251845	107	10	15368	-0.54577	0.70739	TMEM41A
ENSG00000163898	3	185214050	185305401	222	20	15368	-0.32466	0.62728	LIPH
ENSG00000163904	3	185265284	185361339	245	17	15368	0.7851	0.2162	SENP2
ENSG00000073792	3	185351527	185577844	372	36	15368	-0.98613	0.83797	IGF2BP2
ENSG00000163915	3	185395316	185457575	66	16	15368	-1.6357	0.94905	C3orf65
ENSG00000136527	3	185623694	185690924	148	19	15368	0.21354	0.41545	TRA2B
ENSG00000244405	3	185754097	185863107	232	30	15368	1.9876	0.023429	ETV5
ENSG00000058866	3	185813457	186115026	694	112	15368	-0.14173	0.55635	DGKG
ENSG00000213139	3	186246230	186299491	109	10	15368	-0.3555	0.63889	CRYGS
ENSG00000090520	3	186250192	186325061	158	15	15368	-0.78793	0.78463	DNAJB11
ENSG00000113838	3	186253862	186323332	151	14	15368	-0.78001	0.78231	TBCCD1
ENSG00000145192	3	186295712	186349107	147	19	15368	-1.3856	0.91707	AHSG
ENSG00000090512	3	186318758	186380930	160	29	15368	-1.0019	0.8418	FETUB
ENSG00000113905	3	186343005	186406029	138	29	15368	-0.11042	0.54396	HRG
ENSG00000113889	3	186400065	186471743	284	26	15368	-1.8553	0.96823	KNG1
ENSG00000156976	3	186465994	186517689	143	34	15368	-1.1103	0.86656	EIF4A2
ENSG00000163918	3	186497669	186559847	140	24	15368	0.12731	0.44935	RFC4
ENSG00000181092	3	186525463	186586252	142	29	15368	-0.34322	0.63428	ADIPOQ
ENSG00000073849	3	186613274	186806341	700	77	15368	-0.85657	0.80416	ST6GAL1
ENSG00000163923	3	186828736	186933696	287	41	15368	0.79559	0.21313	RPL39L
ENSG00000175077	3	186880274	186929253	150	30	15368	1.1537	0.12432	RTP1
ENSG00000127241	3	186925942	187044810	366	55	15368	-0.54699	0.70781	MASP1
ENSG00000136514	3	187051120	187099864	211	21	15368	-0.62209	0.73306	RTP4
ENSG00000157005	3	187376694	187423187	190	25	15368	-0.42025	0.66285	SST
ENSG00000228804	3	187385101	187461637	296	23	15368	-0.74468	0.77177	RP11-211G3.3
ENSG00000198471	3	187406047	187455345	194	21	15368	-0.85826	0.80463	RTP2
ENSG00000113916	3	187429165	187498515	199	35	15368	-0.48232	0.68521	BCL6
ENSG00000145012	3	187836072	188618460	2098	194	15368	0.56089	0.28744	LPP
ENSG00000213132	3	187861331	187908598	153	36	15368	-0.3941	0.65325	AC022498.1
ENSG00000188001	3	188630003	189053093	852	80	15368	-0.82236	0.79456	TPRG1
ENSG00000073282	3	189314205	189625068	1122	112	15368	0.50351	0.3073	TP63
ENSG00000090530	3	189664517	189875226	717	48	15368	0.33434	0.36906	LEPREL1
ENSG00000113946	3	190005330	190139932	600	43	15368	0.86981	0.1922	CLDN16
ENSG00000163347	3	190013490	190075264	351	26	15368	1.2749	0.10116	CLDN1
ENSG00000198398	3	190136444	190202665	207	27	15368	0.098838	0.46063	TMEM207
ENSG00000196083	3	190196840	190385843	565	81	15368	-0.15632	0.56211	IL1RAP
ENSG00000205835	3	190560666	190645218	205	32	15368	0.32626	0.37211	GMNC
ENSG00000188729	3	190882030	190993404	422	26	15368	2.6711	0.0037798	OSTN
ENSG00000188958	3	190974957	191083325	420	36	15368	2.4923	0.0063459	UTS2B
ENSG00000152492	3	191011866	191126459	489	29	15368	1.3144	0.094355	CCDC50
ENSG00000253548	3	191143952	191189245	182	15	15368	-0.23691	0.59364	PYDC2
ENSG00000114279	3	191847184	192520553	1784	138	15368	0.86838	0.19259	FGF12
ENSG00000180611	3	192504604	192670950	515	33	15368	-1.0525	0.85372	MB21D2
ENSG00000127252	3	192923914	193005527	165	17	15368	-0.34407	0.6346	HRASLS
ENSG00000187527	3	192982579	193131632	469	39	15368	-0.77223	0.78001	ATP13A5
ENSG00000127249	3	193109866	193345900	583	46	15368	-0.15973	0.56345	ATP13A4
ENSG00000198836	3	193275933	193425612	397	17	15368	0.17659	0.42992	OPA1
ENSG00000114315	3	193818934	193866521	157	27	15368	-1.0716	0.85806	HES1
ENSG00000178772	3	194050494	194107057	339	29	15368	-0.73573	0.76905	CPN2
ENSG00000172061	3	194065976	194125472	336	30	15368	-0.05685	0.52267	LRRC15
ENSG00000178732	3	194105550	194154995	137	15	15368	1.5722	0.057946	GP5
ENSG00000133657	3	194113401	194254093	448	48	15368	1.1513	0.12479	ATP13A3
ENSG00000145014	3	194298402	194389418	450	35	15368	-1.3417	0.91016	TMEM44
ENSG00000041802	3	194351517	194428206	311	22	15368	-0.58958	0.72226	LSG1
ENSG00000185112	3	194371622	194419762	210	17	15368	-0.3471	0.63574	FAM43A
ENSG00000173950	3	194779008	195026896	796	48	15368	1.2649	0.10295	XXYLT1
ENSG00000114331	3	194985465	195198807	634	23	15368	0.8991	0.1843	ACAP2
ENSG00000184203	3	195231221	195305209	224	27	15368	0.57819	0.28157	PPP1R2
ENSG00000189058	3	195285573	195346076	231	29	15368	1.09	0.13785	APOD
ENSG00000176945	3	195412753	195477994	79	19	15368	0.79323	0.21382	MUC20
ENSG00000145113	3	195463636	195574148	359	32	15368	-0.40554	0.65746	MUC4
ENSG00000061938	3	195580235	195673816	269	36	15368	-0.25158	0.59932	TNK2
